Time,e_0,e`_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1,N_hat_1,N_hat_2
14.772, 0.00175159, -0.0228611, 1.42981, -1.3897, 0.170691, -0.269219, 0.141438, -0.295361, 0.172443, -0.29208, -0.399321, -0.799508, 6.95667, -2.90026, -0.812196, 0.404329, 6.64791, -2.48597
14.773, 0.00227266, -0.0203897, 1.4305, -1.39081, 0.169777, -0.272424, 0.141022, -0.296115, 0.172049, -0.292813, -0.393343, -0.733579, 6.97027, -2.98541, -0.812196, 0.404329, 6.6589, -2.58347
14.774, 0.00388649, -0.0135838, 1.431, -1.39164, 0.167948, -0.279546, 0.140784, -0.296453, 0.171834, -0.29313, -0.215003, -0.316285, 7.00747, -3.02709, -0.812196, 0.404329, 6.68804, -2.65918
14.775, 0.00481648, -0.00423722, 1.43184, -1.39306, 0.166729, -0.289161, 0.140472, -0.296744, 0.171545, -0.293398, -0.289232, -0.268381, 7.03076, -3.00067, -0.812196, 0.404329, 6.70668, -2.67948
14.776, 0.00283898, 0.00396475, 1.43248, -1.39419, 0.168557, -0.297351, 0.1403, -0.296755, 0.171396, -0.293387, -0.148675, 0.0114532, 7.04047, -2.34107, -0.812196, 0.404329, 6.72628, -2.6609
14.777, -0.00224605, 0.0118033, 1.43334, -1.3957, 0.173434, -0.305186, 0.140069, -0.296774, 0.171188, -0.293383, -0.208134, 0.0041278, 6.40184, -2.24606, -0.812196, 0.404329, 6.71307, -2.60507
14.778, -0.0101512, 0.0217417, 1.43444, -1.39763, 0.181055, -0.315157, 0.139762, -0.29683, 0.170903, -0.293415, -0.284995, -0.0326421, 6.31016, -2.09389, -0.812196, 0.404329, 6.66092, -2.50258
14.779, -0.00950728, 0.0191162, 1.43534, -1.3992, 0.18014, -0.312664, 0.13947, -0.296984, 0.170633, -0.293548, -0.270511, -0.132702, 6.26927, -2.01714, -0.812196, 0.404329, 6.6168, -2.41271
14.78, -0.00280798, 0.0118614, 1.43638, -1.40102, 0.17313, -0.305542, 0.139137, -0.297139, 0.170322, -0.293681, -0.311236, -0.132695, 6.28712, -1.99748, -0.812196, 0.404329, 6.60116, -2.35679
14.781, 0.0015359, 0.00505935, 1.43723, -1.40253, 0.168557, -0.298776, 0.138887, -0.297197, 0.170093, -0.293716, -0.228196, -0.035927, 6.92049, -2.00733, -0.812196, 0.404329, 6.61281, -2.33263
14.782, 0.00197253, 0.000394256, 1.43787, -1.40366, 0.167948, -0.294146, 0.138692, -0.297255, 0.16992, -0.293752, -0.172982, -0.0356679, 6.93412, -2.02875, -0.812196, 0.404329, 6.62426, -2.33072
14.783, -0.00393816, -0.000365291, 1.43892, -1.40548, 0.173434, -0.29379, 0.138248, -0.297678, 0.169496, -0.294156, -0.424189, -0.403437, 6.27069, -2.63204, -0.812196, 0.404329, 6.59038, -2.33022
14.784, -0.0099579, -0.00507538, 1.4398, -1.40694, 0.178921, -0.289873, 0.137695, -0.298489, 0.168963, -0.294948, -0.533242, -0.79288, 6.18362, -2.66757, -0.812196, 0.404329, 6.5334, -2.34219
14.785, -0.0128992, -0.00341124, 1.44049, -1.40806, 0.181359, -0.292366, 0.137172, -0.299335, 0.16846, -0.295777, -0.502855, -0.828627, 6.11132, -2.67335, -0.812196, 0.404329, 6.47581, -2.35629
14.786, -0.0085394, 0.00752122, 1.44177, -1.41018, 0.176178, -0.304474, 0.136333, -0.300526, 0.167638, -0.296952, -0.821896, -1.17526, 6.05414, -1.96517, -0.812196, 0.404329, 6.39683, -2.30277
14.787, 0.000967608, 0.0169143, 1.44332, -1.41295, 0.166119, -0.314089, 0.135766, -0.30077, 0.167087, -0.297174, -0.551576, -0.22187, 6.74036, -1.87224, -0.779616, 0.416996, 6.43552, -2.2568
14.788, 0.00151259, 0.0149952, 1.4438, -1.41397, 0.165814, -0.31124, 0.135987, -0.299867, 0.167327, -0.296244, 0.240181, 0.929806, 6.77611, -1.77869, -0.779616, 0.416996, 6.46855, -2.15366
14.789, -0.00201909, 0.00717722, 1.44444, -1.41514, 0.169167, -0.303405, 0.135792, -0.299873, 0.167148, -0.296228, -0.178826, 0.0163879, 6.14884, -1.8169, -0.779616, 0.416996, 6.45893, -2.15278
14.79, -0.00573594, -0.00174307, 1.44516, -1.41638, 0.17252, -0.294859, 0.135412, -0.300267, 0.166784, -0.296602, -0.363984, -0.373656, 6.09316, -2.46881, -0.779616, 0.416996, 6.42184, -2.1601
14.791, -0.00774125, -0.00989474, 1.44582, -1.41749, 0.174044, -0.28738, 0.134916, -0.300959, 0.166303, -0.297275, -0.481286, -0.673381, 6.03732, -2.54887, -0.779616, 0.416996, 6.37602, -2.1994
14.792, -0.00876345, -0.0133198, 1.44637, -1.41841, 0.174654, -0.284531, 0.134489, -0.301554, 0.16589, -0.297851, -0.412587, -0.576156, 5.99674, -2.63086, -0.779616, 0.416996, 6.34056, -2.26426
14.793, -0.00620026, -0.0177053, 1.44726, -1.41973, 0.170996, -0.282039, 0.133383, -0.303459, 0.164796, -0.299744, -1.09447, -1.89275, 5.88837, -2.64175, -0.779616, 0.416996, 6.21937, -2.25324
14.794, -0.00388227, -0.0183314, 1.44775, -1.42065, 0.168557, -0.281326, 0.133246, -0.303395, 0.164675, -0.299658, -0.120453, 0.0861078, 5.98914, -2.82574, -0.779616, 0.416996, 6.30856, -2.4341
14.795, 0.000790545, -0.011749, 1.44857, -1.42208, 0.163376, -0.288449, 0.132723, -0.303953, 0.164166, -0.300198, -0.508884, -0.539749, 6.59289, -2.84326, -0.779616, 0.416996, 6.28893, -2.48452
14.796, 0.00482229, -0.00576604, 1.44918, -1.42319, 0.159109, -0.294503, 0.132472, -0.304045, 0.163931, -0.300269, -0.235528, -0.07094, 6.65478, -2.84608, -0.779616, 0.416996, 6.33067, -2.51725
14.797, 0.00314314, -0.0027746, 1.44984, -1.42443, 0.160633, -0.297351, 0.132302, -0.303925, 0.163776, -0.300126, -0.155125, 0.142563, 6.66414, -2.84173, -0.779616, 0.416996, 6.34842, -2.52786
14.798, -0.00120536, -0.000867942, 1.45067, -1.42592, 0.164595, -0.299488, 0.131901, -0.304174, 0.16339, -0.300356, -0.386032, -0.229995, 6.02432, -2.83806, -0.779616, 0.416996, 6.33035, -2.53372
14.799, -0.00402474, 0.00248731, 1.4515, -1.42743, 0.167033, -0.303049, 0.131506, -0.3044, 0.163009, -0.300562, -0.380938, -0.205839, 5.99146, -2.20958, -0.779616, 0.416996, 6.31158, -2.52202
14.8, -0.00289096, 0.0181688, 1.45263, -1.42954, 0.165509, -0.318718, 0.131102, -0.304408, 0.162618, -0.300549, -0.390241, 0.012652, 5.98266, -2.04504, -0.779616, 0.416996, 6.29712, -2.43587
14.801, 0.0016871, 0.0224506, 1.45397, -1.43211, 0.160633, -0.322635, 0.130789, -0.304066, 0.16232, -0.300185, -0.298835, 0.364617, 6.61921, -1.91098, -0.779616, 0.416996, 6.31078, -2.32322
14.802, 0.00502822, 0.0205052, 1.4549, -1.43409, 0.157584, -0.31943, 0.131066, -0.302833, 0.162613, -0.298925, 0.293065, 1.25953, 6.66272, -1.77574, -0.779616, 0.416996, 6.33758, -2.17825
14.803, 0.00504, 0.0139428, 1.45569, -1.43566, 0.157584, -0.312308, 0.131062, -0.302296, 0.162624, -0.298365, 0.0117825, 0.559837, 6.69236, -1.78733, -0.779616, 0.416996, 6.36716, -2.15704
14.804, 0.00189339, 0.00988327, 1.4563, -1.43685, 0.160633, -0.308035, 0.130949, -0.302103, 0.162526, -0.298151, -0.0985543, 0.213788, 6.6839, -1.7719, -0.779616, 0.416996, 6.37443, -2.12132
14.805, -0.000465344, -0.00757026, 1.4573, -1.43868, 0.162461, -0.290941, 0.130407, -0.302482, 0.161996, -0.298512, -0.5299, -0.36028, 6.04362, -2.49696, -0.779616, 0.416996, 6.34595, -2.15911
14.806, -6.69488e-06, -0.0123022, 1.45792, -1.43978, 0.161547, -0.286668, 0.129939, -0.302958, 0.16154, -0.29897, -0.455768, -0.458629, 6.05255, -2.57649, -0.779616, 0.416996, 6.35258, -2.21498
14.807, 0.00159772, -0.0167734, 1.45858, -1.44096, 0.159413, -0.282751, 0.129397, -0.303529, 0.161011, -0.299524, -0.529227, -0.553951, 6.6612, -2.67481, -0.779616, 0.416996, 6.35321, -2.29095
14.808, 0.00504315, -0.00615255, 1.45967, -1.44291, 0.155146, -0.294146, 0.128568, -0.304323, 0.160189, -0.300299, -0.821841, -0.774699, 6.66547, -2.64263, -0.73117, 0.460029, 6.34026, -2.31187
14.809, 0.00242484, -0.000162617, 1.46057, -1.44467, 0.157584, -0.299844, 0.128378, -0.304055, 0.160009, -0.300007, -0.179866, 0.292185, 6.72337, -2.62052, -0.73117, 0.460029, 6.41125, -2.31971
14.81, -0.000871676, 0.000456706, 1.46108, -1.44564, 0.160633, -0.300556, 0.12812, -0.304171, 0.159761, -0.3001, -0.248464, -0.0928953, 6.09965, -2.02079, -0.73117, 0.460029, 6.404, -2.32308
14.811, -0.00401428, 0.00635194, 1.46189, -1.44717, 0.163376, -0.30661, 0.127712, -0.304351, 0.159361, -0.300258, -0.399356, -0.158625, 6.05545, -1.96135, -0.73117, 0.460029, 6.37552, -2.29311
14.812, -0.00441166, 0.00514069, 1.4627, -1.44871, 0.163376, -0.305542, 0.127306, -0.304516, 0.158964, -0.300401, -0.397381, -0.142923, 6.03275, -1.94319, -0.73117, 0.460029, 6.35481, -2.2689
14.813, 0.00157237, -0.0124296, 1.46382, -1.45081, 0.15667, -0.288449, 0.126577, -0.305013, 0.158242, -0.300878, -0.72169, -0.477046, 6.63642, -2.68543, -0.73117, 0.460029, 6.32856, -2.32329
14.814, 0.0038034, -0.0327213, 1.46505, -1.45299, 0.153317, -0.269219, 0.12545, -0.306092, 0.157121, -0.30194, -1.12183, -1.06176, 6.59845, -2.91243, -0.73117, 0.460029, 6.27944, -2.44888
14.815, 0.000603445, -0.0353013, 1.4655, -1.45379, 0.15606, -0.267082, 0.124985, -0.306556, 0.156664, -0.302383, -0.456704, -0.443383, 6.68027, -3.11593, -0.73117, 0.460029, 6.37725, -2.6395
14.816, -0.0047028, -0.0224813, 1.46662, -1.45572, 0.160023, -0.281326, 0.123638, -0.307995, 0.15532, -0.303808, -1.34377, -1.42439, 5.88871, -3.09462, -0.73117, 0.460029, 6.21223, -2.68223
14.817, -0.0081647, -0.0154676, 1.4673, -1.45681, 0.162461, -0.289517, 0.12261, -0.309188, 0.154297, -0.304985, -1.02346, -1.17676, 5.90096, -3.15059, -0.73117, 0.460029, 6.24178, -2.77326
14.818, -0.0070155, -0.00193251, 1.46811, -1.4584, 0.160937, -0.303049, 0.122227, -0.309207, 0.153922, -0.304982, -0.374829, 0.00289577, 5.95571, -3.13433, -0.73117, 0.460029, 6.29079, -2.82466
14.819, -0.00085894, 0.0109507, 1.46871, -1.45959, 0.154536, -0.315869, 0.121974, -0.309166, 0.153677, -0.304918, -0.244353, 0.0632672, 5.99015, -2.4176, -0.73117, 0.460029, 6.29445, -2.77235
14.82, 0.000367805, 0.0275611, 1.46948, -1.46122, 0.153317, -0.331894, 0.121972, -0.308604, 0.153685, -0.304333, 0.00752273, 0.585523, 6.60433, -2.18913, -0.73117, 0.460029, 6.30249, -2.6269
14.821, 0.00114275, 0.0297986, 1.47024, -1.46289, 0.152708, -0.333318, 0.122127, -0.307817, 0.15385, -0.30352, 0.16533, 0.812982, 6.61183, -2.02747, -0.73117, 0.460029, 6.30612, -2.47642
14.822, -0.00249454, 0.0233538, 1.47115, -1.46484, 0.156365, -0.326196, 0.122138, -0.307164, 0.153871, -0.302842, 0.0203801, 0.677435, 5.9832, -1.95952, -0.73117, 0.460029, 6.29568, -2.37627
14.823, -0.00491225, 0.0215656, 1.47227, -1.46715, 0.158499, -0.32406, 0.121846, -0.306838, 0.153587, -0.302494, -0.284076, 0.348491, 5.9392, -1.88125, -0.73117, 0.460029, 6.26377, -2.28906
14.824, -0.00194455, 0.0181999, 1.47338, -1.46943, 0.155146, -0.320499, 0.121454, -0.306665, 0.153201, -0.302299, -0.385159, 0.195362, 5.93837, -1.81663, -0.73117, 0.460029, 6.2481, -2.20762
14.825, 0.0060381, 0.00902611, 1.47457, -1.47191, 0.146916, -0.310884, 0.121199, -0.306246, 0.152954, -0.301857, -0.247101, 0.44116, 6.61475, -1.81364, -0.73117, 0.460029, 6.28456, -2.15877
14.826, 0.00850571, 0.00721905, 1.47499, -1.47284, 0.144478, -0.308747, 0.12122, -0.30594, 0.152984, -0.301528, 0.0291644, 0.329592, 6.67367, -1.79236, -0.711646, 0.480911, 6.33114, -2.12846
14.827, 0.006596, -0.00450228, 1.47586, -1.4746, 0.146002, -0.296995, 0.120829, -0.305933, 0.152598, -0.301498, -0.385681, 0.0302871, 6.67971, -2.47762, -0.711646, 0.480911, 6.34673, -2.15511
14.828, 0.0017338, -0.0103391, 1.47634, -1.47548, 0.150269, -0.291654, 0.120229, -0.306447, 0.152003, -0.301993, -0.594918, -0.495197, 6.64424, -2.55215, -0.711646, 0.480911, 6.33557, -2.20046
14.829, -0.000415803, -0.0189365, 1.47692, -1.47664, 0.152098, -0.283107, 0.119903, -0.30652, 0.151682, -0.302043, -0.32077, -0.0507092, 6.05477, -2.68732, -0.711646, 0.480911, 6.35685, -2.29265
14.83, -0.000497947, -0.0187342, 1.47755, -1.47782, 0.151488, -0.283819, 0.119207, -0.307049, 0.15099, -0.302553, -0.691755, -0.509955, 6.01713, -2.76916, -0.711646, 0.480911, 6.31962, -2.3755
14.831, 0.000566827, -0.00510758, 1.47875, -1.48014, 0.149355, -0.298064, 0.118136, -0.307685, 0.149922, -0.303171, -1.06887, -0.617773, 6.56518, -2.72134, -0.711646, 0.480911, 6.26235, -2.3958
14.832, 0.00603568, -0.00076208, 1.47948, -1.48164, 0.143563, -0.302337, 0.117808, -0.307635, 0.149599, -0.303099, -0.322455, 0.0721879, 6.71508, -2.70945, -0.711646, 0.480911, 6.3849, -2.40564
14.833, 0.00961122, 0.00530447, 1.48018, -1.48317, 0.139906, -0.308035, 0.11772, -0.307289, 0.149517, -0.30273, -0.0821233, 0.368798, 6.78782, -2.04746, -0.711646, 0.480911, 6.43977, -2.37398
14.834, 0.00927307, 0.00776087, 1.48071, -1.48435, 0.140211, -0.310171, 0.11768, -0.306992, 0.149484, -0.30241, -0.0333464, 0.319742, 6.83031, -2.00033, -0.711646, 0.480911, 6.48395, -2.33914
14.835, 0.00294308, 0.00599706, 1.48173, -1.48655, 0.146307, -0.308035, 0.11744, -0.306642, 0.14925, -0.302038, -0.233873, 0.372851, 6.80626, -1.97943, -0.711646, 0.480911, 6.49154, -2.30942
14.836, 0.000150874, -0.00297244, 1.4823, -1.48771, 0.148745, -0.299132, 0.117082, -0.306729, 0.148896, -0.302104, -0.353765, -0.0667675, 6.78588, -2.64606, -0.711646, 0.480911, 6.48513, -2.3312
14.837, -0.000387778, -0.00999199, 1.48292, -1.48893, 0.148745, -0.292366, 0.116539, -0.307002, 0.148357, -0.302358, -0.538652, -0.253468, 6.16552, -2.72746, -0.711646, 0.480911, 6.46746, -2.3775
14.838, -0.000191528, -0.00787958, 1.48366, -1.49039, 0.147831, -0.294859, 0.115819, -0.307401, 0.147639, -0.302738, -0.718166, -0.380354, 6.14441, -2.75193, -0.711646, 0.480911, 6.44537, -2.41253
14.839, 0.00194872, -0.000470628, 1.48408, -1.49127, 0.145392, -0.302337, 0.115516, -0.30749, 0.147341, -0.302808, -0.298198, -0.0693488, 6.80447, -2.71889, -0.711646, 0.480911, 6.49472, -2.41653
14.84, 0.0053762, 0.00784404, 1.48468, -1.49255, 0.141735, -0.310527, 0.11528, -0.307387, 0.147111, -0.302683, -0.230189, 0.124153, 6.85032, -2.03847, -0.711646, 0.480911, 6.52344, -2.37769
14.841, 0.00749046, 0.0197481, 1.4855, -1.49439, 0.139601, -0.321923, 0.115255, -0.306901, 0.147091, -0.302175, -0.0193787, 0.508583, 6.90173, -1.87597, -0.711646, 0.480911, 6.56428, -2.2747
14.842, 2.65629e-05, 0.0181682, 1.48665, -1.49697, 0.146916, -0.319786, 0.115102, -0.306367, 0.146943, -0.301618, -0.14856, 0.55675, 6.86145, -1.79752, -0.711646, 0.480911, 6.56132, -2.18835
14.843, -0.00496853, 0.0167426, 1.4874, -1.49857, 0.151488, -0.318362, 0.114675, -0.306388, 0.14652, -0.301619, -0.423009, -0.00120843, 6.19735, -1.74017, -0.711646, 0.480911, 6.5222, -2.12387
14.844, -0.00875047, 0.00609026, 1.48817, -1.50013, 0.154536, -0.308035, 0.113939, -0.306731, 0.145786, -0.301944, -0.733883, -0.325138, 6.10379, -1.76471, -0.711646, 0.480911, 6.44754, -2.09516
14.845, -0.00758992, -0.00313929, 1.4888, -1.50139, 0.152708, -0.299132, 0.113269, -0.307075, 0.145118, -0.302271, -0.668286, -0.326822, 6.08282, -2.42544, -0.711646, 0.480911, 6.42077, -2.10975
14.846, -0.00155039, -0.0123987, 1.48982, -1.50337, 0.145392, -0.290585, 0.112, -0.307805, 0.143842, -0.302984, -1.2758, -0.712778, 5.99899, -2.52063, -0.664604, 0.493748, 6.30674, -2.15864
14.847, 0.00421821, -0.0104623, 1.49052, -1.50483, 0.138991, -0.292722, 0.111372, -0.308024, 0.14321, -0.303184, -0.632324, -0.200242, 6.75859, -2.56899, -0.664604, 0.493748, 6.4375, -2.21668
14.848, 0.00394169, -0.00548695, 1.49093, -1.5057, 0.138991, -0.297708, 0.111098, -0.308055, 0.142933, -0.303194, -0.276512, -0.0101947, 6.80622, -2.56924, -0.664604, 0.493748, 6.48651, -2.2418
14.849, -0.000526726, -0.000198098, 1.49164, -1.5072, 0.142954, -0.303049, 0.110595, -0.308127, 0.142427, -0.303247, -0.505948, -0.0527939, 6.16393, -2.54381, -0.664604, 0.493748, 6.46656, -2.24282
14.85, -0.0101624, 0.00412474, 1.49239, -1.50876, 0.151793, -0.307679, 0.109804, -0.308452, 0.141631, -0.303554, -0.796271, -0.306584, 6.03333, -1.90217, -0.664604, 0.493748, 6.38414, -2.22279
14.851, -0.0128723, 0.0130156, 1.49317, -1.51032, 0.153622, -0.316937, 0.108929, -0.308838, 0.14075, -0.303922, -0.881094, -0.367989, 5.94746, -1.79623, -0.664604, 0.493748, 6.31181, -2.1613
14.852, -0.0129876, 0.00489208, 1.49379, -1.5116, 0.153012, -0.309103, 0.108209, -0.309146, 0.140025, -0.304211, -0.724924, -0.289107, 5.90937, -1.81488, -0.664604, 0.493748, 6.27431, -2.13934
14.853, -0.0106671, -0.0043242, 1.49437, -1.51276, 0.149964, -0.3002, 0.107486, -0.309477, 0.139297, -0.304524, -0.727529, -0.313544, 5.87122, -2.48085, -0.664604, 0.493748, 6.22456, -2.15923
14.854, -0.00351941, -0.0167638, 1.49498, -1.51398, 0.142039, -0.288093, 0.106714, -0.309827, 0.13852, -0.304856, -0.777288, -0.331836, 5.88405, -2.62089, -0.664604, 0.493748, 6.20165, -2.23708
14.855, 0.00136521, -0.0218647, 1.49554, -1.51507, 0.136248, -0.283463, 0.105813, -0.310315, 0.137613, -0.305328, -0.906681, -0.471555, 6.49543, -2.74557, -0.664604, 0.493748, 6.18861, -2.33626
14.856, 0.00360068, -0.0159918, 1.49605, -1.51624, 0.13381, -0.289161, 0.105613, -0.31016, 0.13741, -0.305153, -0.202971, 0.17514, 6.59413, -2.79128, -0.664604, 0.493748, 6.27612, -2.41133
14.857, 0.000642037, -0.00923916, 1.49672, -1.5177, 0.136248, -0.295927, 0.105097, -0.310192, 0.13689, -0.305166, -0.520201, -0.0134021, 6.56065, -2.803, -0.664604, 0.493748, 6.25744, -2.45681
14.858, -0.00632658, -0.00472007, 1.49731, -1.51895, 0.142649, -0.300556, 0.104534, -0.310321, 0.136322, -0.305276, -0.567702, -0.110333, 5.8914, -2.80266, -0.664604, 0.493748, 6.22304, -2.47906
14.859, -0.0139493, 0.00572957, 1.49817, -1.52076, 0.149355, -0.31124, 0.103623, -0.310572, 0.135405, -0.30551, -0.916956, -0.233638, 5.74282, -2.12304, -0.664604, 0.493748, 6.11256, -2.45168
14.86, -0.01358, 0.0172562, 1.49892, -1.52236, 0.148136, -0.322991, 0.102779, -0.310815, 0.134555, -0.305735, -0.849999, -0.224947, 5.6924, -1.98482, -0.664604, 0.493748, 6.0603, -2.37109
14.861, -0.00691471, 0.0281177, 1.4996, -1.5239, 0.141125, -0.333675, 0.102437, -0.310656, 0.13421, -0.305557, -0.345203, 0.178192, 5.74666, -1.7965, -0.664604, 0.493748, 6.08123, -2.23706
14.862, 0.00276448, 0.0211666, 1.50044, -1.52594, 0.131371, -0.326196, 0.102365, -0.310149, 0.134136, -0.30503, -0.0745862, 0.527181, 6.41893, -1.72289, -0.664604, 0.493748, 6.1051, -2.1287
14.863, 0.00715534, 0.0155947, 1.50097, -1.52729, 0.127104, -0.320142, 0.10249, -0.309688, 0.134259, -0.304548, 0.123583, 0.481965, 6.47458, -1.68017, -0.664604, 0.493748, 6.1388, -2.05814
14.864, 0.00723036, 0.00861274, 1.5016, -1.52886, 0.127104, -0.312664, 0.102567, -0.309212, 0.134334, -0.304051, 0.0750245, 0.496339, 6.50928, -1.67465, -0.664604, 0.493748, 6.17313, -2.01771
14.865, 0.000243149, 0.00134447, 1.50226, -1.5304, 0.13381, -0.305186, 0.102289, -0.309021, 0.134053, -0.303841, -0.281493, 0.210035, 6.46711, -1.7126, -0.664604, 0.493748, 6.16589, -2.01933
14.866, -0.0063832, -0.00371433, 1.50278, -1.53156, 0.139906, -0.3002, 0.101764, -0.309111, 0.133523, -0.303915, -0.530243, -0.0732701, 5.78559, -2.3586, -0.664604, 0.493748, 6.11751, -2.04003
14.867, -0.0103589, -0.0125506, 1.50366, -1.5333, 0.142344, -0.29201, 0.100239, -0.309775, 0.131985, -0.30456, -1.53728, -0.645799, 5.5415, -2.45406, -0.626417, 0.530444, 5.89329, -2.09131
14.868, -0.00572793, -0.0117407, 1.50461, -1.53537, 0.136553, -0.293078, 0.099089, -0.310053, 0.130825, -0.304819, -1.1603, -0.25843, 5.62397, -2.51107, -0.626417, 0.530444, 5.95261, -2.15237
14.869, 0.000629434, -0.00786376, 1.50527, -1.53685, 0.129542, -0.296995, 0.0984439, -0.310114, 0.130172, -0.304859, -0.653164, -0.0402167, 6.33733, -2.52822, -0.626417, 0.530444, 6.03419, -2.1889
14.87, 0.00674538, -0.00700162, 1.50578, -1.53806, 0.123141, -0.297708, 0.0981652, -0.309985, 0.129887, -0.304709, -0.284968, 0.149923, 6.4302, -2.55418, -0.626417, 0.530444, 6.09647, -2.21917
14.871, 0.00732657, -0.00402224, 1.50686, -1.54069, 0.122227, -0.3002, 0.0978386, -0.309521, 0.129554, -0.304223, -0.333225, 0.486611, 6.46436, -2.5484, -0.626417, 0.530444, 6.12773, -2.22829
14.872, 0.00126228, 0.000647067, 1.50753, -1.54224, 0.127714, -0.30483, 0.0972688, -0.309502, 0.128976, -0.304183, -0.577795, 0.039884, 6.41958, -1.93272, -0.626417, 0.530444, 6.11327, -2.23595
14.873, -0.00373987, 0.00375841, 1.50803, -1.54349, 0.13259, -0.307679, 0.0971493, -0.309261, 0.128851, -0.30392, -0.125258, 0.262469, 5.80607, -1.89565, -0.626417, 0.530444, 6.12477, -2.21444
14.874, -0.00281799, 0.000221357, 1.50869, -1.54501, 0.131066, -0.304117, 0.0965553, -0.309257, 0.128248, -0.303896, -0.602146, 0.0240396, 5.76577, -1.91627, -0.626417, 0.530444, 6.07986, -2.21737
14.875, -0.00190729, -0.00654927, 1.50931, -1.54643, 0.129542, -0.297351, 0.0959503, -0.309281, 0.127635, -0.303901, -0.613332, -0.00455152, 5.76015, -2.58081, -0.626417, 0.530444, 6.06969, -2.24807
14.876, 0.00366551, -0.0122226, 1.50986, -1.54772, 0.123446, -0.291654, 0.0954348, -0.309276, 0.127112, -0.303876, -0.523315, 0.0244572, 6.41409, -2.66576, -0.626417, 0.530444, 6.09576, -2.30465
14.877, 0.00819261, -0.0167657, 1.51033, -1.54883, 0.118569, -0.287024, 0.0950921, -0.30921, 0.126762, -0.30379, -0.349784, 0.0863219, 6.48863, -2.76571, -0.626417, 0.530444, 6.14767, -2.38189
14.878, 0.00895031, -0.0172244, 1.51116, -1.55086, 0.11735, -0.286312, 0.0946383, -0.308977, 0.1263, -0.303536, -0.461525, 0.253439, 6.52569, -2.84462, -0.626417, 0.530444, 6.18094, -2.45851
14.879, 0.00163575, -0.00420824, 1.51204, -1.55301, 0.124056, -0.299132, 0.094038, -0.308801, 0.125692, -0.30334, -0.608838, 0.196272, 6.48219, -2.80008, -0.626417, 0.530444, 6.17402, -2.47904
14.88, -0.00560765, 0.00834415, 1.51268, -1.55454, 0.130762, -0.311596, 0.0935086, -0.308731, 0.125154, -0.303252, -0.537681, 0.0885543, 5.82695, -2.10015, -0.626417, 0.530444, 6.15499, -2.44187
14.881, -0.00755531, 0.0166129, 1.51319, -1.55575, 0.132286, -0.319786, 0.0930927, -0.308672, 0.12473, -0.303173, -0.423628, 0.0782163, 5.79173, -1.9815, -0.626417, 0.530444, 6.12951, -2.36456
14.882, -0.00649972, 0.0213965, 1.51385, -1.55737, 0.130762, -0.324416, 0.0926323, -0.308538, 0.124262, -0.303019, -0.468433, 0.154193, 5.76299, -1.85677, -0.626417, 0.530444, 6.09548, -2.26373
14.883, -0.00434387, 0.0183828, 1.51438, -1.55871, 0.128323, -0.321211, 0.0923569, -0.308366, 0.123979, -0.302828, -0.282598, 0.191279, 5.76607, -1.78567, -0.626417, 0.530444, 6.08779, -2.17758
14.884, 0.000985607, 0.0161194, 1.51486, -1.55994, 0.122837, -0.318718, 0.0922065, -0.308156, 0.123822, -0.302599, -0.157024, 0.229337, 6.40259, -1.7213, -0.626417, 0.530444, 6.09766, -2.10189
14.885, 0.00423999, 0.0114075, 1.51535, -1.56123, 0.119484, -0.313732, 0.0921143, -0.307902, 0.123724, -0.302325, -0.0984762, 0.273636, 6.44022, -1.69088, -0.626417, 0.530444, 6.11902, -2.04791
14.886, 0.00247538, 0.000620338, 1.51595, -1.56277, 0.121008, -0.302693, 0.0918809, -0.307669, 0.123483, -0.302073, -0.240582, 0.252266, 6.43801, -1.74241, -0.626417, 0.530444, 6.12564, -2.04551
14.887, -0.00407515, -0.0197566, 1.51704, -1.56533, 0.12619, -0.282395, 0.0905327, -0.307766, 0.122114, -0.302151, -1.36884, -0.0787107, 5.62943, -2.54045, -0.575639, 0.531805, 5.9498, -2.14168
14.888, -0.00812434, -0.0245854, 1.51757, -1.5665, 0.129238, -0.277765, 0.0895504, -0.307982, 0.121113, -0.302351, -1.00114, -0.199407, 5.64592, -2.67874, -0.575639, 0.531805, 5.98654, -2.25584
14.889, -0.00917317, -0.022756, 1.51821, -1.56788, 0.128933, -0.279902, 0.0882174, -0.308306, 0.11976, -0.302658, -1.35364, -0.307246, 5.52966, -2.7742, -0.575639, 0.531805, 5.87553, -2.36044
14.89, -0.00945667, -0.0140578, 1.51886, -1.56932, 0.128018, -0.288805, 0.0870393, -0.308527, 0.118562, -0.302863, -1.19792, -0.204526, 5.51867, -2.79656, -0.575639, 0.531805, 5.86595, -2.42627
14.891, -0.00771829, -0.00554216, 1.51934, -1.57045, 0.12558, -0.297351, 0.0863565, -0.308576, 0.117862, -0.302894, -0.700059, -0.0309679, 5.57121, -2.7794, -0.575639, 0.531805, 5.9098, -2.45169
14.892, -0.00398491, 0.00379967, 1.51985, -1.57171, 0.121313, -0.30661, 0.0858391, -0.308511, 0.117328, -0.302811, -0.533898, 0.0829842, 5.5889, -2.11365, -0.575639, 0.531805, 5.90883, -2.43265
