Time,e_0,e`_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1,N_hat_1,N_hat_2
4.81, -1.8724e-05, -0.00232467, 1.13665, -1.85102, -0.0841263, 0.277053, -0.058014, 0.279136, -0.0841451, 0.274728, 0.295869, 0.136582, -5.77986, 1.47607, 0.0241933, -0.739725, -5.47976, 1.7877
4.811, -0.00209441, 0.00238041, 1.13633, -1.84988, -0.0819927, 0.272424, -0.0579909, 0.279241, -0.0840871, 0.274804, 0.0579505, 0.0756586, -5.80698, 2.1108, -0.035548, -0.718753, -5.49651, 1.7989
4.812, 5.90699e-05, 0.00715433, 1.13599, -1.84885, -0.0835167, 0.267794, -0.0573989, 0.279415, -0.0834577, 0.274949, 0.629455, 0.144494, -5.16569, 2.16689, -0.035548, -0.718753, -5.46599, 1.83112
4.813, -0.00215179, 0.0118746, 1.13568, -1.84777, -0.0810783, 0.263165, -0.0572065, 0.279535, -0.0832301, 0.27504, 0.227585, 0.0908796, -5.81367, 2.24469, -0.035548, -0.718753, -5.50291, 1.88532
4.814, -0.00399518, 0.00984831, 1.13542, -1.847, -0.0786398, 0.265302, -0.0566483, 0.279675, -0.082635, 0.27515, 0.595053, 0.110332, -5.81875, 2.27912, -0.035548, -0.718753, -5.49877, 1.92988
4.815, -0.00558822, 0.00420566, 1.13513, -1.84588, -0.0771158, 0.270999, -0.0567505, 0.279759, -0.082704, 0.275205, -0.0690145, 0.0551052, -5.8809, 2.27018, -0.035548, -0.718753, -5.55296, 1.94916
4.816, -0.00671198, -0.0087915, 1.13459, -1.84401, -0.0755918, 0.284175, -0.0563856, 0.279966, -0.0823038, 0.275384, 0.400275, 0.178888, -5.90659, 1.56474, -0.035548, -0.718753, -5.57303, 1.9087
4.817, -0.00428159, -0.0107814, 1.13404, -1.84197, -0.0780302, 0.286312, -0.0564266, 0.280142, -0.0823118, 0.275531, -0.00805601, 0.146745, -5.92783, 1.5064, -0.035548, -0.718753, -5.60642, 1.8603
4.818, -0.000787469, 0.000115383, 1.13341, -1.83972, -0.0810783, 0.275629, -0.0560155, 0.280383, -0.0818657, 0.275744, 0.446063, 0.213511, -5.89846, 2.1612, -0.035548, -0.718753, -5.59452, 1.86062
4.819, 0.0020977, 0.00383491, 1.13298, -1.83835, -0.0832119, 0.272068, -0.0553002, 0.28057, -0.0811142, 0.275903, 0.751529, 0.158433, -5.24557, 2.19782, -0.035548, -0.718753, -5.55606, 1.87865
4.82, 0.00341332, 0.00856245, 1.13266, -1.83726, -0.0841263, 0.267438, -0.0549332, 0.280697, -0.080713, 0.276001, 0.401202, 0.0981186, -5.25414, 2.26079, -0.035548, -0.718753, -5.57121, 1.91797
4.821, 0.00329895, 0.0104909, 1.13225, -1.83592, -0.0832119, 0.265658, -0.0541691, 0.280873, -0.079913, 0.276149, 0.800046, 0.147882, -5.20195, 2.31785, -0.035548, -0.718753, -5.51845, 1.96539
4.822, 1.2018e-05, 0.00919685, 1.13185, -1.83459, -0.0792494, 0.267082, -0.0535286, 0.281031, -0.0792374, 0.276279, 0.675545, 0.130407, -5.23264, 2.3533, -0.035548, -0.718753, -5.5327, 2.00731
4.823, 6.34729e-05, 0.00573495, 1.13153, -1.83356, -0.0786398, 0.270643, -0.0529024, 0.281159, -0.0785764, 0.276378, 0.661066, 0.0991981, -5.23365, 2.36222, -0.035548, -0.718753, -5.53396, 2.03354
4.824, -0.00173915, -0.00239119, 1.13123, -1.83241, -0.076811, 0.278834, -0.0529075, 0.281251, -0.0785502, 0.276443, 0.0262067, 0.0643746, -5.88518, 1.71087, -0.035548, -0.718753, -5.57649, 2.02283
4.825, -0.000885645, -0.00515034, 1.13091, -1.83133, -0.0771158, 0.281683, -0.0523926, 0.281369, -0.0780015, 0.276532, 0.548704, 0.0897276, -5.86165, 1.6737, -0.035548, -0.718753, -5.55722, 1.99945
4.826, 0.00226259, -0.00472582, 1.1306, -1.83018, -0.0801639, 0.281326, -0.0523237, 0.281466, -0.0779013, 0.276601, 0.100183, 0.0684116, -5.25782, 1.65459, -0.035548, -0.718753, -5.56914, 1.97821
4.827, 0.00421634, 0.00355579, 1.13027, -1.82912, -0.0813831, 0.273136, -0.0516234, 0.281584, -0.0771667, 0.276692, 0.73452, 0.0910899, -5.18684, 2.31227, -0.035548, -0.718753, -5.50792, 1.99449
4.828, 0.00422918, 0.0103946, 1.12996, -1.828, -0.0810783, 0.26637, -0.0513376, 0.281685, -0.0768491, 0.276764, 0.31765, 0.0726913, -5.20043, 2.3939, -0.035548, -0.718753, -5.52158, 2.04193
4.829, -0.00166156, 0.00377728, 1.12942, -1.8261, -0.0743726, 0.273136, -0.0505567, 0.281861, -0.0760341, 0.276913, 0.814986, 0.148802, -5.79456, 2.37764, -0.035548, -0.718753, -5.48626, 2.05876
4.83, -0.00328928, -0.00468594, 1.12905, -1.82471, -0.0725437, 0.281683, -0.0503864, 0.281972, -0.075833, 0.276997, 0.201112, 0.083404, -5.86679, 1.71445, -0.035548, -0.718753, -5.55035, 2.03788
4.831, -0.00253888, -0.0107008, 1.12883, -1.82387, -0.0731533, 0.287736, -0.050276, 0.282039, -0.0756922, 0.277036, 0.140785, 0.0390333, -5.87695, 1.63592, -0.035548, -0.718753, -5.56425, 1.98942
4.832, -0.000989763, -0.0127756, 1.12853, -1.82276, -0.0743726, 0.289873, -0.0499842, 0.28213, -0.0753623, 0.277097, 0.329896, 0.0617829, -5.86701, 1.56761, -0.0873022, -0.70033, -5.56206, 1.93148
4.833, 0.00264739, -0.0116226, 1.12815, -1.82131, -0.0777254, 0.288805, -0.0497375, 0.282243, -0.075078, 0.277182, 0.28429, 0.0847516, -5.2383, 1.5207, -0.0873022, -0.70033, -5.55154, 1.87881
4.834, 0.00757664, -0.0122946, 1.12791, -1.82044, -0.0822975, 0.289517, -0.0494181, 0.282313, -0.0747209, 0.277222, 0.357163, 0.0402, -5.17357, 1.4617, -0.0873022, -0.70033, -5.51146, 1.82317
4.835, 0.0100589, -0.00973894, 1.12757, -1.81927, -0.0841263, 0.287024, -0.0488036, 0.282404, -0.0740674, 0.277285, 0.653467, 0.0628732, -5.09017, 1.43037, -0.0873022, -0.70033, -5.44046, 1.77906
4.836, 0.0111091, -0.00540734, 1.12725, -1.81808, -0.0847359, 0.282751, -0.0484007, 0.282491, -0.0736269, 0.277344, 0.440511, 0.0582846, -5.04944, 1.42764, -0.0873022, -0.70033, -5.40498, 1.75468
4.837, 0.00908854, 0.00211441, 1.1269, -1.81702, -0.0816879, 0.275273, -0.0474135, 0.282564, -0.0725994, 0.277387, 1.02754, 0.0434493, -4.95234, 2.07507, -0.0873022, -0.70033, -5.29778, 1.76449
4.838, 0.00549115, 0.0128417, 1.12661, -1.81592, -0.0777254, 0.264589, -0.0470852, 0.282636, -0.0722343, 0.277431, 0.365082, 0.0439859, -5.0128, 2.18728, -0.0873022, -0.70033, -5.34026, 1.82307
4.839, 0.00265254, 0.0160641, 1.12638, -1.81516, -0.0743726, 0.261384, -0.0466082, 0.282682, -0.07172, 0.277448, 0.514257, 0.0173942, -5.00455, 2.27651, -0.0873022, -0.70033, -5.31781, 1.8962
4.84, 0.00178308, 0.00790227, 1.12609, -1.81414, -0.0728485, 0.269575, -0.0459914, 0.282739, -0.0710654, 0.277477, 0.65457, 0.0287294, -4.98827, 2.27161, -0.0873022, -0.70033, -5.29718, 1.9321
4.841, 0.00153334, 0.00331147, 1.12579, -1.813, -0.0722389, 0.274204, -0.0456675, 0.282806, -0.0707056, 0.277516, 0.35987, 0.0386229, -5.00444, 2.26374, -0.0873022, -0.70033, -5.31211, 1.94719
4.842, 0.00191839, -0.00905073, 1.1253, -1.811, -0.0725437, 0.286668, -0.0456216, 0.282936, -0.0706253, 0.277617, 0.0802396, 0.101633, -5.00261, 1.56065, -0.0873022, -0.70033, -5.3122, 1.90591
4.843, 0.00326239, -0.0128952, 1.12478, -1.80906, -0.0731533, 0.290585, -0.0449245, 0.283036, -0.0698909, 0.27769, 0.734392, 0.072716, -4.94086, 1.48307, -0.0873022, -0.70033, -5.25717, 1.84754
4.844, -0.00152084, -0.017776, 1.12429, -1.80697, -0.0682764, 0.295571, -0.0448647, 0.283169, -0.0697973, 0.277795, 0.0936537, 0.104716, -5.61156, 1.3779, -0.0873022, -0.70033, -5.30395, 1.76677
4.845, -0.00655104, -0.00486131, 1.1239, -1.80527, -0.0633996, 0.282751, -0.0450504, 0.283291, -0.0699506, 0.27789, -0.153307, 0.0947869, -5.66748, 1.42072, -0.0873022, -0.70033, -5.33473, 1.74503
4.846, -0.00591585, 0.0180317, 1.12346, -1.80336, -0.0640092, 0.25996, -0.0450578, 0.283421, -0.069925, 0.277992, 0.0255776, 0.102027, -5.69451, 2.21761, -0.0873022, -0.70033, -5.36493, 1.82746
4.847, -0.00369741, 0.0255797, 1.12302, -1.80158, -0.065838, 0.252482, -0.0447027, 0.283518, -0.0695354, 0.278061, 0.389604, 0.069707, -5.68977, 2.3721, -0.0873022, -0.70033, -5.37128, 1.94423
4.848, 0.00685935, 0.0262813, 1.12237, -1.79935, -0.0746774, 0.251769, -0.0430262, 0.283535, -0.067818, 0.278051, 1.7174, -0.010614, -4.80085, 2.49553, -0.0873022, -0.70033, -5.13514, 2.06415
4.849, 0.00728113, 0.0184307, 1.12193, -1.79778, -0.0740678, 0.259604, -0.0420319, 0.283547, -0.0667866, 0.278034, 1.03139, -0.0162682, -4.90151, 2.54025, -0.0873022, -0.70033, -5.23792, 2.1481
4.85, 0.00609279, 0.0119689, 1.12163, -1.79677, -0.0719341, 0.266014, -0.0411231, 0.283523, -0.0658413, 0.277983, 0.945303, -0.0517592, -4.8913, 2.56234, -0.0873022, -0.70033, -5.22176, 2.2025
4.851, 0.000168457, -0.00791802, 1.12123, -1.79506, -0.065838, 0.285956, -0.0409958, 0.283608, -0.0656695, 0.278038, 0.171774, 0.0551793, -4.98381, 1.82683, -0.169969, -0.666328, -5.28465, 2.16642
4.852, 0.000101159, -0.0280953, 1.12071, -1.79267, -0.065838, 0.306254, -0.041106, 0.283758, -0.0657368, 0.278159, -0.0672986, 0.120922, -4.98573, 1.59779, -0.169969, -0.666328, -5.28624, 2.03823
4.853, -0.00065715, -0.031986, 1.12044, -1.7915, -0.0649236, 0.310171, -0.0409937, 0.283814, -0.0655807, 0.278185, 0.156108, 0.0265196, -5.59115, 1.43312, -0.169969, -0.666328, -5.28786, 1.893
4.854, 0.000202457, -0.030466, 1.12019, -1.79022, -0.0661428, 0.308747, -0.0413943, 0.283938, -0.0659403, 0.278281, -0.359615, 0.0956157, -4.97852, 1.30204, -0.169969, -0.666328, -5.27954, 1.75433
4.855, 0.00176741, -0.0236343, 1.11985, -1.7887, -0.0676668, 0.301981, -0.041396, 0.284033, -0.0658994, 0.278346, 0.0409233, 0.0655505, -4.97133, 1.22889, -0.169969, -0.666328, -5.28016, 1.64704
4.856, -0.00154584, -0.0178944, 1.11944, -1.78693, -0.0640092, 0.296283, -0.0410955, 0.284104, -0.065555, 0.278389, 0.344417, 0.042154, -5.58667, 1.17632, -0.169969, -0.666328, -5.27894, 1.56579
4.857, -0.00939638, 0.00042018, 1.11897, -1.78467, -0.056389, 0.278121, -0.0413666, 0.284285, -0.0657854, 0.278542, -0.230398, 0.153031, -5.67653, 1.86982, -0.169969, -0.666328, -5.32955, 1.56772
4.858, -0.0128924, 0.00587957, 1.11877, -1.78353, -0.053341, 0.27278, -0.041854, 0.284432, -0.0662334, 0.278659, -0.447999, 0.117744, -5.74518, 1.92423, -0.169969, -0.666328, -5.38073, 1.59483
4.859, -0.0116023, 0.00734103, 1.11854, -1.78249, -0.0545602, 0.271355, -0.0418247, 0.284497, -0.0661625, 0.278696, 0.0709491, 0.0370241, -5.8091, 1.9653, -0.169969, -0.666328, -5.45109, 1.62859
4.86, -0.010078, 0.00315338, 1.11838, -1.7816, -0.056389, 0.275629, -0.0421689, 0.284611, -0.066467, 0.278782, -0.304578, 0.085665, -5.84362, 1.95867, -0.169969, -0.666328, -5.49323, 1.6429
4.861, -0.00359729, 0.00138027, 1.11808, -1.78031, -0.0624851, 0.277409, -0.0418271, 0.284647, -0.0660824, 0.27879, 0.384606, 0.00744065, -5.82387, 1.95627, -0.169969, -0.666328, -5.50589, 1.64937
4.862, -0.00108732, 0.00496996, 1.11788, -1.77942, -0.0649236, 0.273848, -0.0417966, 0.284704, -0.0660109, 0.278818, 0.071524, 0.0285946, -5.82772, 1.997, -0.169969, -0.666328, -5.52228, 1.67215
4.863, -0.000477997, 0.00741187, 1.11762, -1.77838, -0.0649236, 0.271355, -0.0412306, 0.284682, -0.0654016, 0.278767, 0.609324, -0.0508605, -5.79864, 2.04301, -0.169969, -0.666328, -5.49625, 1.70595
4.864, 0.000691441, 0.00382554, 1.11729, -1.77701, -0.0655332, 0.274917, -0.0407137, 0.284685, -0.0648418, 0.278742, 0.559827, -0.0252307, -5.19399, 2.04267, -0.169969, -0.666328, -5.49745, 1.72354
4.865, -0.00136611, -0.00325285, 1.11704, -1.77585, -0.0633996, 0.282039, -0.0406778, 0.284757, -0.0647657, 0.278786, 0.0760875, 0.0437943, -5.8348, 1.39249, -0.169969, -0.666328, -5.52797, 1.70875
4.866, -0.00238453, -0.0047175, 1.11678, -1.77476, -0.0618755, 0.283463, -0.0402143, 0.284745, -0.0642601, 0.278746, 0.505605, -0.0402089, -5.83196, 1.36365, -0.169969, -0.666328, -5.52003, 1.68724
4.867, -0.000548359, 0.00241826, 1.11647, -1.77337, -0.0633996, 0.276341, -0.039943, 0.284787, -0.0639479, 0.278759, 0.312146, 0.0135729, -5.83773, 2.01065, -0.169969, -0.666328, -5.53499, 1.69856
4.868, 0.00155234, 0.0123892, 1.11622, -1.77227, -0.0652284, 0.26637, -0.0397115, 0.284814, -0.063676, 0.278759, 0.271868, -0.000103217, -5.22161, 2.11724, -0.169969, -0.666328, -5.52937, 1.7553
4.869, 0.00266375, 0.0165493, 1.11595, -1.77125, -0.0655332, 0.262097, -0.0389478, 0.284729, -0.0628694, 0.278646, 0.806604, -0.113229, -5.15899, 2.21327, -0.169969, -0.666328, -5.47231, 1.83053
4.87, 0.0049891, 0.00900201, 1.11575, -1.77045, -0.067362, 0.269575, -0.0384923, 0.284688, -0.0623729, 0.278577, 0.496517, -0.0690041, -5.15447, 2.21685, -0.169969, -0.666328, -5.47942, 1.87184
4.871, 0.00673462, 0.00497727, 1.11541, -1.76909, -0.0682764, 0.273492, -0.0377036, 0.284609, -0.0615418, 0.278469, 0.831097, -0.107536, -5.07997, 2.2193, -0.169969, -0.666328, -5.41364, 1.89441
4.872, 0.00475529, 0.00451679, 1.11507, -1.76772, -0.0655332, 0.273848, -0.0369893, 0.284538, -0.0607779, 0.278365, 0.76392, -0.104363, -5.07547, 2.23776, -0.264502, -0.670526, -5.39924, 1.91517
4.873, -0.000414438, 0.00162008, 1.11463, -1.76577, -0.0597419, 0.276697, -0.0364164, 0.284523, -0.0601563, 0.278317, 0.621583, -0.0478367, -5.71833, 2.2311, -0.264502, -0.670526, -5.41626, 1.923
4.874, -0.00294365, -0.0075759, 1.11441, -1.76461, -0.0573034, 0.285956, -0.0365519, 0.284618, -0.0602471, 0.27838, -0.090772, 0.0628649, -5.77424, 1.55057, -0.264502, -0.670526, -5.45952, 1.88845
4.875, -0.00467826, -0.0132538, 1.11418, -1.7635, -0.0554746, 0.291654, -0.0365031, 0.284671, -0.0601529, 0.2784, 0.0942272, 0.0198133, -5.80539, 1.46175, -0.264502, -0.670526, -5.482, 1.82802
4.876, -0.00199017, -0.0167383, 1.1139, -1.76203, -0.0582179, 0.295215, -0.0366027, 0.284779, -0.060208, 0.278476, -0.0551595, 0.0766804, -5.80213, 1.36791, -0.264502, -0.670526, -5.49217, 1.7516
4.877, -0.000777328, -0.0109378, 1.11349, -1.75996, -0.0594371, 0.289517, -0.0366534, 0.284914, -0.0602144, 0.278579, -0.00638071, 0.102689, -5.80007, 1.34713, -0.264502, -0.670526, -5.49619, 1.70182
4.878, 0.000111562, -0.00556534, 1.11308, -1.75794, -0.0600467, 0.284175, -0.0364196, 0.284976, -0.0599351, 0.27861, 0.279279, 0.0308327, -5.18903, 1.34896, -0.264502, -0.670526, -5.48958, 1.67679
4.879, 6.08767e-06, -0.00244566, 1.11283, -1.75686, -0.0594371, 0.28097, -0.0359618, 0.284923, -0.059431, 0.278525, 0.504137, -0.0853097, -5.17601, 1.35326, -0.264502, -0.670526, -5.47604, 1.66549
4.88, -0.00140053, 0.00749022, 1.11249, -1.75523, -0.0576083, 0.270999, -0.0355853, 0.28492, -0.0590088, 0.27849, 0.422215, -0.0351851, -5.79568, 2.03761, -0.264502, -0.670526, -5.48868, 1.70016
4.881, -0.00427936, 0.0178475, 1.11216, -1.7536, -0.0545602, 0.260672, -0.0354601, 0.284982, -0.0588396, 0.27852, 0.169227, 0.0300947, -5.8424, 2.17132, -0.264502, -0.670526, -5.521, 1.78209
4.882, 0.000548752, 0.0141175, 1.1118, -1.75207, -0.0585227, 0.264233, -0.0346417, 0.284845, -0.0579739, 0.278351, 0.865639, -0.168868, -5.16024, 2.2164, -0.264502, -0.670526, -5.46298, 1.84581
4.883, 0.00274913, 0.0097644, 1.11163, -1.75129, -0.0603515, 0.268507, -0.0343147, 0.284797, -0.0576024, 0.278271, 0.371541, -0.0798162, -5.18295, 2.23995, -0.264502, -0.670526, -5.49669, 1.89113
4.884, 0.00267891, 0.000483036, 1.1114, -1.75014, -0.0600467, 0.277765, -0.0341238, 0.284806, -0.0573678, 0.278248, 0.234593, -0.0225131, -5.17685, 2.19594, -0.264502, -0.670526, -5.49025, 1.89353
4.885, 0.0047459, -0.00610145, 1.11102, -1.74849, -0.0612659, 0.284175, -0.0333224, 0.284664, -0.05652, 0.278074, 0.847764, -0.174515, -5.09331, 1.53428, -0.264502, -0.670526, -5.41704, 1.86479
4.886, 0.0014671, -0.00750333, 1.1108, -1.7473, -0.0579131, 0.2856, -0.0332905, 0.284717, -0.056446, 0.278096, 0.0740612, 0.0225541, -5.15714, 1.49401, -0.264502, -0.670526, -5.46448, 1.83152
4.887, -0.00217413, -0.0128689, 1.11045, -1.74559, -0.0539506, 0.290941, -0.0330125, 0.284724, -0.0561247, 0.278073, 0.32124, -0.0238841, -5.77834, 1.40836, -0.264502, -0.670526, -5.46747, 1.7727
4.888, -0.00344076, -0.0024371, 1.11009, -1.74358, -0.0527314, 0.280614, -0.033101, 0.284859, -0.0561721, 0.278177, -0.0474036, 0.104583, -5.80927, 1.44954, -0.264502, -0.670526, -5.49207, 1.76173
4.889, -0.0031388, 0.00676672, 1.10987, -1.74252, -0.0527314, 0.271355, -0.0328416, 0.284835, -0.0558702, 0.278122, 0.301959, -0.0550234, -5.81592, 2.12678, -0.264502, -0.670526, -5.50023, 1.79294
4.89, -0.00321046, 0.0167056, 1.10965, -1.74141, -0.0524266, 0.261384, -0.0326505, 0.284833, -0.055637, 0.27809, 0.233144, -0.0321441, -5.83467, 2.25323, -0.264502, -0.670526, -5.51862, 1.86971
4.891, -0.00180533, 0.0209582, 1.10945, -1.74036, -0.0536458, 0.257111, -0.032506, 0.284843, -0.0554511, 0.278069, 0.185914, -0.0207739, -5.83793, 2.37061, -0.264502, -0.670526, -5.52891, 1.96584
4.892, -0.000918349, 0.0129819, 1.10918, -1.73912, -0.0539506, 0.264945, -0.0319781, 0.284736, -0.0548689, 0.277927, 0.58217, -0.141835, -5.81435, 2.38951, -0.357808, -0.653014, -5.50976, 2.02461
4.893, -0.00150049, 0.00979684, 1.10903, -1.73824, -0.053341, 0.26815, -0.0320018, 0.284789, -0.0548415, 0.277947, 0.0274691, 0.0198843, -5.85085, 2.41919, -0.357808, -0.653014, -5.54335, 2.07021
4.894, -0.00228651, 0.0036356, 1.10881, -1.7372, -0.0521218, 0.274204, -0.0316215, 0.284716, -0.0544083, 0.27784, 0.433198, -0.107374, -5.85119, 2.40461, -0.357808, -0.653014, -5.53975, 2.08643
4.895, -0.00303886, -0.000281172, 1.10855, -1.73581, -0.0512073, 0.278121, -0.0315106, 0.28475, -0.0542462, 0.27784, 0.162072, 0.000429292, -5.88228, 1.78425, -0.357808, -0.653014, -5.56709, 2.08566
4.896, -0.00383538, -0.0143689, 1.10821, -1.73378, -0.0505977, 0.292366, -0.0317467, 0.284939, -0.0544331, 0.277997, -0.186911, 0.156685, -5.90439, 1.64749, -0.357808, -0.653014, -5.58521, 2.01933
4.897, -0.00257149, -0.0214261, 1.10789, -1.73201, -0.0518169, 0.299488, -0.0317521, 0.285037, -0.0543884, 0.278062, 0.0446686, 0.064992, -5.91295, 1.51466, -0.357808, -0.653014, -5.60009, 1.92177
4.898, 0.000368791, -0.0182255, 1.10762, -1.73052, -0.0545602, 0.296283, -0.0316056, 0.285065, -0.0541914, 0.278058, 0.197033, -0.00446949, -5.29354, 1.44742, -0.357808, -0.653014, -5.59538, 1.83853
4.899, 0.00256485, -0.0129534, 1.10734, -1.72906, -0.056389, 0.290941, -0.0312894, 0.285029, -0.0538242, 0.277988, 0.367223, -0.0694934, -5.26268, 1.41446, -0.357808, -0.653014, -5.5755, 1.77922
4.9, 0.000763985, -0.00443612, 1.10697, -1.72705, -0.0542554, 0.282395, -0.0310072, 0.285032, -0.0534914, 0.277959, 0.332777, -0.0293529, -5.26997, 1.43714, -0.357808, -0.653014, -5.57379, 1.75932
4.901, 0.0018011, 0.000699114, 1.10663, -1.72542, -0.0545602, 0.277053, -0.0303271, 0.284859, -0.0527591, 0.277752, 0.732307, -0.206403, -5.22316, 2.06504, -0.357808, -0.653014, -5.53216, 1.76154
4.902, 0.000847001, 0.00517781, 1.10631, -1.7238, -0.0530362, 0.272424, -0.0298084, 0.284742, -0.0521892, 0.277602, 0.569931, -0.150728, -5.24033, 2.11189, -0.357808, -0.653014, -5.54456, 1.786
4.903, 0.00157817, 0.00729826, 1.10616, -1.72292, -0.0536458, 0.270287, -0.0297354, 0.284758, -0.0520676, 0.277585, 0.121556, -0.016204, -5.2533, 2.15675, -0.357808, -0.653014, -5.56119, 1.82026
4.904, 0.003027, 0.00108811, 1.10589, -1.72155, -0.0545602, 0.276341, -0.0292514, 0.284634, -0.0515332, 0.277429, 0.534414, -0.156294, -5.21043, 2.12998, -0.357808, -0.653014, -5.52557, 1.82454
4.905, 0.00521619, -0.00661805, 1.10566, -1.72047, -0.0560842, 0.283819, -0.028637, 0.284439, -0.050868, 0.277201, 0.665162, -0.227858, -5.1625, 1.46038, -0.357808, -0.653014, -5.48859, 1.79347
4.906, 0.00383164, -0.0137516, 1.10545, -1.71927, -0.0545602, 0.290941, -0.0285454, 0.28446, -0.0507286, 0.27719, 0.139482, -0.0113653, -5.18366, 1.36317, -0.357808, -0.653014, -5.50282, 1.73192
4.907, 0.00242838, -0.0135295, 1.10523, -1.71815, -0.0527314, 0.290585, -0.0281689, 0.284358, -0.050303, 0.277056, 0.425574, -0.133993, -5.16652, 1.30182, -0.357808, -0.653014, -5.47867, 1.66946
4.908, 0.000687887, 0.00131722, 1.10497, -1.71674, -0.0505977, 0.275629, -0.0278243, 0.28428, -0.0499098, 0.276946, 0.393142, -0.109893, -5.17402, 1.98255, -0.357808, -0.653014, -5.47746, 1.67596
4.909, -5.5378e-05, 0.0116118, 1.10478, -1.71564, -0.0496833, 0.265302, -0.0277004, 0.284279, -0.0497387, 0.276913, 0.171152, -0.0326254, -5.78773, 2.08784, -0.357808, -0.653014, -5.48745, 1.72978
4.91, -0.00280846, 0.0115358, 1.10454, -1.71432, -0.0466353, 0.265302, -0.027453, 0.284235, -0.0494437, 0.276837, 0.294976, -0.0759725, -5.81062, 2.14035, -0.357808, -0.653014, -5.49658, 1.78267
4.911, -0.00478523, 0.00832141, 1.10429, -1.71282, -0.0445016, 0.268507, -0.0273427, 0.284256, -0.0492868, 0.276828, 0.15687, -0.0094023, -5.84853, 2.16277, -0.357808, -0.653014, -5.5246, 1.82116
4.912, -0.00267052, 0.00610454, 1.10409, -1.7117, -0.0463304, 0.270643, -0.027114, 0.284208, -0.049001, 0.276748, 0.285875, -0.0802106, -5.84639, 2.17954, -0.41945, -0.621876, -5.53304, 1.84902
4.913, -0.000884681, 0.00745672, 1.10389, -1.7106, -0.0478545, 0.269219, -0.026909, 0.284168, -0.0487392, 0.276675, 0.261808, -0.072259, -5.84279, 2.22069, -0.41945, -0.621876, -5.53836, 1.8834
4.914, 0.00117949, -0.00301993, 1.1035, -1.70841, -0.0493785, 0.279546, -0.0264267, 0.28405, -0.048199, 0.276526, 0.540146, -0.149477, -5.20954, 1.55399, -0.41945, -0.621876, -5.51544, 1.86909
4.915, 0.000947012, -0.00870456, 1.10332, -1.70726, -0.0490737, 0.285244, -0.0264096, 0.284095, -0.0481267, 0.276539, 0.0723249, 0.0131252, -5.22846, 1.48636, -0.41945, -0.621876, -5.5332, 1.82988
4.916, 0.00139121, -0.00561994, 1.10297, -1.70525, -0.0490737, 0.282039, -0.0260221, 0.284006, -0.0476825, 0.276419, 0.444195, -0.12036, -5.20463, 1.47571, -0.41945, -0.621876, -5.51159, 1.80381
4.917, -0.00115508, 0.00596725, 1.10266, -1.70353, -0.0460256, 0.270287, -0.025577, 0.283873, -0.0471807, 0.276254, 0.501765, -0.164431, -5.81877, 2.16099, -0.41945, -0.621876, -5.513, 1.83115
4.918, -0.000177379, 0.0108404, 1.1024, -1.70198, -0.0466353, 0.265302, -0.0252647, 0.283792, -0.0468126, 0.276142, 0.368094, -0.112404, -5.82378, 2.23576, -0.41945, -0.621876, -5.5229, 1.88156
4.919, 0.00250379, 0.0159694, 1.10216, -1.70067, -0.0487689, 0.25996, -0.0247734, 0.283611, -0.0462651, 0.275929, 0.547526, -0.212594, -5.1857, 2.33394, -0.41945, -0.621876, -5.49822, 1.9541
4.92, 0.00509161, 0.00855254, 1.1018, -1.69872, -0.0505977, 0.267082, -0.0240715, 0.283348, -0.0455061, 0.275635, 0.758991, -0.294689, -5.12739, 2.33496, -0.41945, -0.621876, -5.45284, 1.99219
4.921, 0.005712, -0.000251307, 1.10155, -1.69736, -0.0505977, 0.275629, -0.0235071, 0.283123, -0.0448857, 0.275377, 0.620392, -0.257223, -5.11161, 1.69041, -0.41945, -0.621876, -5.44017, 1.99166
4.922, 0.00540155, -0.00977487, 1.10134, -1.69628, -0.0496833, 0.284888, -0.0229588, 0.28289, -0.0442818, 0.275113, 0.603963, -0.264717, -5.08889, 1.59781, -0.41945, -0.621876, -5.4159, 1.94668
4.923, 0.00580088, -0.0184732, 1.10109, -1.69482, -0.0496833, 0.293434, -0.0226138, 0.282769, -0.0438824, 0.274961, 0.399332, -0.151723, -5.07462, 1.47087, -0.41945, -0.621876, -5.40363, 1.86323
